catalog,schema,table_name,full_table_name,row_count
crm,pendo,page_history,crm.pendo.page_history,4
product,iv,unity_iv_calculations_with_ranks,product.iv.unity_iv_calculations_with_ranks,3811544
crm,aln,contacts,crm.aln.contacts,380558
crm,aln,managementcompanies_bronze,crm.aln.managementcompanies_bronze,377081
crm,pendo_pendo,pendo__visitor_daily_metrics,crm.pendo_pendo.pendo__visitor_daily_metrics,37615
crm,heap,_sync_history,crm.heap._sync_history,370
crm,heap,_sync_info,crm.heap._sync_info,3518
product,av,raw_av2,product.av.raw_av2,3376
product,fde,temp_mim10202025_corrected_document_upload,product.fde.temp_mim10202025_corrected_document_upload,3325
product,fde,temp_mim10172025_corrected_document_upload,product.fde.temp_mim10172025_corrected_document_upload,3113
rds,pg_rds_av_av,audit_decision_codes,rds.pg_rds_av_av.audit_decision_codes,3
product,embedded_dashboard,mat_income_verification_base,product.embedded_dashboard.mat_income_verification_base,290486
crm,heap,dup_select_confirm_submit_raw,crm.heap.dup_select_confirm_submit_raw,282260
crm,pendo_int_pendo,int_pendo__calendar_spine,crm.pendo_int_pendo.int_pendo__calendar_spine,27
crm,sfdc_dbx,product_property_w_features,crm.sfdc_dbx.product_property_w_features,23875
product,iv,unity_iv_fde_ax,product.iv.unity_iv_fde_ax,23620699
crm,heap,users_raw,crm.heap.users_raw,2353361
product,iv,unity_iv_cp_property_details,product.iv.unity_iv_cp_property_details,2318
crm,pendo,track_type_event,crm.pendo.track_type_event,2261
product,fde,temp_mim11072025_impacted_yardi_idv_inbound_webhooks,product.fde.temp_mim11072025_impacted_yardi_idv_inbound_webhooks,2259
crm,aln,owners_bronze,crm.aln.owners_bronze,222243
crm,salesforce,property,crm.salesforce.property,217049
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_property__c_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_property__c_1,216651
crm,salesforce,opportunity,crm.salesforce.opportunity,20546
crm,pendo,visitor_history,crm.pendo.visitor_history,20512
crm,pendo,visitor_application_history,crm.pendo.visitor_application_history,20512
crm,pendo_stg_pendo,stg_pendo__visitor_history,crm.pendo_stg_pendo.stg_pendo__visitor_history,20512
crm,salesforce,account,crm.salesforce.account,20193
rds,pg_rds_av_av,document_error_codes,rds.pg_rds_av_av.document_error_codes,2
crm,sfdc_dbx,product_property_feature_sync,crm.sfdc_dbx.product_property_feature_sync,1987
product,fde,unity_property_details_master,product.fde.unity_property_details_master,19673
product,fde,unity_comp_prop,product.fde.unity_comp_prop,19638
product,fde,unity_prop_clean,product.fde.unity_prop_clean,19622
crm,heap,pageviews_raw,crm.heap.pageviews_raw,19516361
crm,aln,markets,crm.aln.markets,189
product,ax,unity_source_ax,product.ax.unity_source_ax,1889707
crm,aln,purgedentities,crm.aln.purgedentities,18886
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_account_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_account_1,18803
crm,heap,ax_select_confirm_submit_raw,crm.heap.ax_select_confirm_submit_raw,188012
crm,sfdc_dbx,test_product_property_w_features,crm.sfdc_dbx.test_product_property_w_features,18799
product,iv,unity_iv_fde_submission_granularity,product.iv.unity_iv_fde_submission_granularity,18568770
crm,aln,apartments_bronze,crm.aln.apartments_bronze,18543153
product,fde,temp_mim10172025_corrected_connected_payroll,product.fde.temp_mim10172025_corrected_connected_payroll,18136
product,iv,unity_iv_submissions,product.iv.unity_iv_submissions,1809843
crm,pendo_stg_pendo,stg_pendo__event,crm.pendo_stg_pendo.stg_pendo__event,18072
crm,pendo,event,crm.pendo.event,18072
product,iv,unity_iv_submissions_with_calculation_applicant_details,product.iv.unity_iv_submissions_with_calculation_applicant_details,1784507
crm,sfdc_dbx,product_property_activity,crm.sfdc_dbx.product_property_activity,17735
crm,salesforce,product_property,crm.salesforce.product_property,17725
crm,aln,newconstruction_bronze,crm.aln.newconstruction_bronze,1765808
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_product_property__c_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_product_property__c_1,17620
product,ov,unity_iv_properties_enabled,product.ov.unity_iv_properties_enabled,1760
rds,pg_rds_av_av,document_errors,rds.pg_rds_av_av.document_errors,174
crm,aln,inactiveentities_bronze,crm.aln.inactiveentities_bronze,1672077
crm,aln,apartments,crm.aln.apartments,164464
product,av,av_fde,product.av.av_fde,16289304
product,fde,dim_fde,product.fde.dim_fde,16288921
crm,aln,markets_bronze,crm.aln.markets_bronze,162126
crm,pendo_pendo,pendo__account_daily_metrics,crm.pendo_pendo.pendo__account_daily_metrics,16
product,embedded_dashboard,mat_geographic_aggregations,product.embedded_dashboard.mat_geographic_aggregations,1564984
product,embedded_dashboard,mat_income_source_types_base,product.embedded_dashboard.mat_income_source_types_base,1557319
crm,heap,properties_select_applicant_link_raw,crm.heap.properties_select_applicant_link_raw,151780
crm,sfdc_dbx,cde_daily,crm.sfdc_dbx.cde_daily,1513707
crm,aln,contacts_bronze,crm.aln.contacts_bronze,15048911
crm,aln,submarkets,crm.aln.submarkets,1469
product,embedded_dashboard,mat_employer_analysis_base,product.embedded_dashboard.mat_employer_analysis_base,1439123
crm,salesforce,user,crm.salesforce.user,143
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_user_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_user_1,142
crm,sfdc_dbx,test_product_property,crm.sfdc_dbx.test_product_property,141222
product,fde,temp_mim10172025_impacted_applicants,product.fde.temp_mim10172025_impacted_applicants,1401
product,fde,temp_mim10172025_impacted_ivr_calculation_ids,product.fde.temp_mim10172025_impacted_ivr_calculation_ids,1401
product,iv,unity_income_verification_results_rank,product.iv.unity_income_verification_results_rank,1389867
crm,aln,owners,crm.aln.owners,137770
rds,pg_rds_av_av,document_properties,rds.pg_rds_av_av.document_properties,13658753
crm,aln,managementcompanies,crm.aln.managementcompanies,13509
product,av,av2,product.av.av2,13492083
crm,aln,inactiveentities,crm.aln.inactiveentities,134520
crm,heap,ax_select_first_name_raw,crm.heap.ax_select_first_name_raw,1335951
product,reports,av_mv_reporting,product.reports.av_mv_reporting,13152468
product,fde,temp_mim10202025_impacted_applicants,product.fde.temp_mim10202025_impacted_applicants,1314
product,fde,temp_mim10202025_impacted_applicants_original_income,product.fde.temp_mim10202025_impacted_applicants_original_income,1314
product,fde,temp_mim10202025_impacted_ivr_calculation_ids,product.fde.temp_mim10202025_impacted_ivr_calculation_ids,1314
crm,heap,_event_metadata,crm.heap._event_metadata,13
crm,sfdc_dbx,product_property,crm.sfdc_dbx.product_property,12559
crm,sfdc_dbx,unity_modify_address,crm.sfdc_dbx.unity_modify_address,12486
rds,pg_rds_av_av,document_ruling_audits,rds.pg_rds_av_av.document_ruling_audits,12196145
crm,heap,ax_select_unit_number_raw,crm.heap.ax_select_unit_number_raw,1214966
product,av,av1,product.av.av1,12076016
product,iv,unity_iv_properties,product.iv.unity_iv_properties,11442
product,ov,untiy_iv_properties_enabled,product.ov.untiy_iv_properties_enabled,11442
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_opportunity_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_opportunity_1,11299
product,fde,unity_idv,product.fde.unity_idv,1124755
crm,sfdc_dbx,role_title_bridge,crm.sfdc_dbx.role_title_bridge,11
crm,sfdc_dbx,unity_modify_address_v2_test,crm.sfdc_dbx.unity_modify_address_v2_test,10940
rds,icfr,banned_company_names,rds.icfr.banned_company_names,109
product,av,static_av2,product.av.static_av2,10718855
product,default,av_fde,product.default.av_fde,10615140
crm,pendo_stg_pendo,stg_pendo__application_history,crm.pendo_stg_pendo.stg_pendo__application_history,10
crm,pendo,application_history,crm.pendo.application_history,10
crm,pendo,group,crm.pendo.group,1
crm,census,current_month_edited_percentage,crm.census.current_month_edited_percentage,1
crm,pendo_stg_pendo,stg_pendo__group,crm.pendo_stg_pendo.stg_pendo__group,1
rds,_fivetran_setup_test,setup_test_staging_b61ca9f0_2966_44a5_865b_2af61706248d,rds._fivetran_setup_test.setup_test_staging_b61ca9f0_2966_44a5_865b_2af61706248d,0
rds,icfr,banned_company_name_submissions,rds.icfr.banned_company_name_submissions,0
rds,_fivetran_setup_test,setup_test_staging_ff0b11ba_87cb_4872_92d5_46353ef17557,rds._fivetran_setup_test.setup_test_staging_ff0b11ba_87cb_4872_92d5_46353ef17557,0
rds,_fivetran_setup_test,setup_test_staging_fc92838d_e7ef_487b_9a8b_6ff84c57f8cb,rds._fivetran_setup_test.setup_test_staging_fc92838d_e7ef_487b_9a8b_6ff84c57f8cb,0
rds,_fivetran_setup_test,setup_test_staging_f84cbf7c_409d_4be4_941a_d7133900fd5f,rds._fivetran_setup_test.setup_test_staging_f84cbf7c_409d_4be4_941a_d7133900fd5f,0
rds,_fivetran_setup_test,setup_test_staging_eb4c153f_3f6c_42f5_b225_812d35afd235,rds._fivetran_setup_test.setup_test_staging_eb4c153f_3f6c_42f5_b225_812d35afd235,0
rds,_fivetran_setup_test,setup_test_staging_e3b4f7ef_84d1_4dac_a66c_f5594fb832d1,rds._fivetran_setup_test.setup_test_staging_e3b4f7ef_84d1_4dac_a66c_f5594fb832d1,0
rds,_fivetran_setup_test,setup_test_staging_d9e87764_6b32_43e1_a82f_b1315ae43c57,rds._fivetran_setup_test.setup_test_staging_d9e87764_6b32_43e1_a82f_b1315ae43c57,0
rds,_fivetran_setup_test,setup_test_staging_d495b572_37ce_4510_98ba_9564b4d6bb88,rds._fivetran_setup_test.setup_test_staging_d495b572_37ce_4510_98ba_9564b4d6bb88,0
rds,_fivetran_setup_test,setup_test_staging_93db75ed_adbb_4393_b35d_55b5171ae7d2,rds._fivetran_setup_test.setup_test_staging_93db75ed_adbb_4393_b35d_55b5171ae7d2,0
rds,_fivetran_setup_test,setup_test_staging_9d6d60d9_5a4e_4af1_a65d_3a93c26aac49,rds._fivetran_setup_test.setup_test_staging_9d6d60d9_5a4e_4af1_a65d_3a93c26aac49,0
rds,_fivetran_setup_test,setup_test_staging_9c15faac_726d_40d2_9dc1_f291090b966c,rds._fivetran_setup_test.setup_test_staging_9c15faac_726d_40d2_9dc1_f291090b966c,0
rds,_fivetran_setup_test,setup_test_staging_99792152_794a_4b93_ac64_1c2df7ef14da,rds._fivetran_setup_test.setup_test_staging_99792152_794a_4b93_ac64_1c2df7ef14da,0
rds,_fivetran_setup_test,setup_test_staging_9738502f_e2c6_40b7_9302_42a09c579519,rds._fivetran_setup_test.setup_test_staging_9738502f_e2c6_40b7_9302_42a09c579519,0
rds,_fivetran_setup_test,setup_test_staging_90c35a4e_984a_476e_b1ee_6a025141f9f5,rds._fivetran_setup_test.setup_test_staging_90c35a4e_984a_476e_b1ee_6a025141f9f5,0
rds,_fivetran_setup_test,setup_test_staging_7bce7f82_2bd1_4c7f_9b7d_6627cabb78f5,rds._fivetran_setup_test.setup_test_staging_7bce7f82_2bd1_4c7f_9b7d_6627cabb78f5,0
rds,_fivetran_setup_test,setup_test_staging_6f077d66_0232_4460_8111_582d542d747e,rds._fivetran_setup_test.setup_test_staging_6f077d66_0232_4460_8111_582d542d747e,0
rds,_fivetran_setup_test,setup_test_staging_5f4b4c75_45ef_4c67_aeba_dadff0964be1,rds._fivetran_setup_test.setup_test_staging_5f4b4c75_45ef_4c67_aeba_dadff0964be1,0
rds,_fivetran_setup_test,setup_test_staging_5e50ab4b_26e8_4694_91f3_a58f65a6f96f,rds._fivetran_setup_test.setup_test_staging_5e50ab4b_26e8_4694_91f3_a58f65a6f96f,0
rds,_fivetran_setup_test,setup_test_staging_51a9ff4e_ad90_4c0c_8608_4c0bf3a036cd,rds._fivetran_setup_test.setup_test_staging_51a9ff4e_ad90_4c0c_8608_4c0bf3a036cd,0
rds,_fivetran_setup_test,setup_test_staging_4607b5e0_2da9_45af_bfe6_35170bdc41c2,rds._fivetran_setup_test.setup_test_staging_4607b5e0_2da9_45af_bfe6_35170bdc41c2,0
rds,_fivetran_setup_test,setup_test_staging_44ba0291_6d0c_4a81_b42b_e29aa751aecc,rds._fivetran_setup_test.setup_test_staging_44ba0291_6d0c_4a81_b42b_e29aa751aecc,0
rds,_fivetran_setup_test,setup_test_staging_263999a9_137a_4be8_b4e7_063b27a67267,rds._fivetran_setup_test.setup_test_staging_263999a9_137a_4be8_b4e7_063b27a67267,0
rds,_fivetran_setup_test,setup_test_staging_06ee2cc6_ff79_43d7_adb3_d831ff2068ce,rds._fivetran_setup_test.setup_test_staging_06ee2cc6_ff79_43d7_adb3_d831ff2068ce,0
rds,_fivetran_setup_test,setup_test_staging_0041be8d_76f1_45fa_babf_e6a3aaba386d,rds._fivetran_setup_test.setup_test_staging_0041be8d_76f1_45fa_babf_e6a3aaba386d,0
crm,_fivetran_setup_test,setup_test_staging_17e7c42d_1469_40c1_bcc2_07656a74f484,crm._fivetran_setup_test.setup_test_staging_17e7c42d_1469_40c1_bcc2_07656a74f484,0
