catalog,schema,table_name,full_table_name,row_count
rds,pg_rds_public,applicants,rds.pg_rds_public.applicants,4731655
rds,pg_rds_public,entries,rds.pg_rds_public.entries,4731638
team_sandbox,data_engineering,unity_roi_fraud_reduction,team_sandbox.data_engineering.unity_roi_fraud_reduction,4729126
product,fde,unity_requests_clean,product.fde.unity_requests_clean,4729124
rds,pg_rds_public,entry_report,rds.pg_rds_public.entry_report,4565802
rds,pg_rds_dp_income_validation_iv,calculation_documents,rds.pg_rds_dp_income_validation_iv.calculation_documents,4526554
product,embedded_dashboard,mat_property_submission_base,product.embedded_dashboard.mat_property_submission_base,4406871
team_sandbox,product_engineering,unity_applicant_details,team_sandbox.product_engineering.unity_applicant_details,4401485
rds,pg_rds_enterprise_public,email_delivery_attempts,rds.pg_rds_enterprise_public.email_delivery_attempts,4371704
team_sandbox,machine_learning,av2_challenger_payload,team_sandbox.machine_learning.av2_challenger_payload,4369662
rds,pg_rds_public,folders,rds.pg_rds_public.folders,3874827
product,iv,unity_iv_calculations_with_ranks,product.iv.unity_iv_calculations_with_ranks,3811544
team_sandbox,data_engineering,roi_fraud_reduction,team_sandbox.data_engineering.roi_fraud_reduction,3324568
team_sandbox,mehta_dbx,cde_daily,team_sandbox.mehta_dbx.cde_daily,3233299
team_sandbox,machine_learning,av2_champion_payload,team_sandbox.machine_learning.av2_champion_payload,2780979
rds,pg_rds_public,unauthenticated_session,rds.pg_rds_public.unauthenticated_session,2623230
team_sandbox,mehta_dbx,unity_av_mv_reporting,team_sandbox.mehta_dbx.unity_av_mv_reporting,2368932
crm,heap,users_raw,crm.heap.users_raw,2353361
team_sandbox,product_engineering,unity_iv_calculations_with_ranks,team_sandbox.product_engineering.unity_iv_calculations_with_ranks,2219146
rds,pg_rds_dp_di_di,inferences,rds.pg_rds_dp_di_di.inferences,2090377
system,billing,usage,system.billing.usage,2086473
system,serving,endpoint_usage,system.serving.endpoint_usage,2040275
rds,pg_rds_public,applicant_submission_document_sources,rds.pg_rds_public.applicant_submission_document_sources,1937447
rds,pg_rds_public,fraud_reviews,rds.pg_rds_public.fraud_reviews,1936712
rds,pg_rds_public,fraud_submissions,rds.pg_rds_public.fraud_submissions,1933130
product,ax,unity_source_ax,product.ax.unity_source_ax,1889707
rds,pg_rds_ax_public,applicant_submission_document_sources,rds.pg_rds_ax_public.applicant_submission_document_sources,1833721
rds,pg_rds_public,fraud_results,rds.pg_rds_public.fraud_results,1818594
product,iv,unity_iv_submissions,product.iv.unity_iv_submissions,1809843
rds,pg_rds_public,applicant_submissions,rds.pg_rds_public.applicant_submissions,1801299
product,iv,unity_iv_submissions_with_calculation_applicant_details,product.iv.unity_iv_submissions_with_calculation_applicant_details,1784507
crm,aln,newconstruction_bronze,crm.aln.newconstruction_bronze,1765808
product_engineering_ops,github,commit_file,product_engineering_ops.github.commit_file,1752982
team_sandbox,machine_learning,av2_payload,team_sandbox.machine_learning.av2_payload,1741819
rds,pg_rds_ax_public,applicant_submissions,rds.pg_rds_ax_public.applicant_submissions,1697610
rds,pg_rds_ax_public,applicants,rds.pg_rds_ax_public.applicants,1697609
team_sandbox,machine_learning,ruling_counts,team_sandbox.machine_learning.ruling_counts,1692100
crm,aln,inactiveentities_bronze,crm.aln.inactiveentities_bronze,1672077
team_sandbox,mehta_dbx,analyst_performance,team_sandbox.mehta_dbx.analyst_performance,1626136
rds,pg_rds_public,fraud_document_reviews,rds.pg_rds_public.fraud_document_reviews,1593090
product,embedded_dashboard,mat_geographic_aggregations,product.embedded_dashboard.mat_geographic_aggregations,1564984
product,embedded_dashboard,mat_income_source_types_base,product.embedded_dashboard.mat_income_source_types_base,1557319
crm,sfdc_dbx,cde_daily,crm.sfdc_dbx.cde_daily,1513707
product,embedded_dashboard,mat_employer_analysis_base,product.embedded_dashboard.mat_employer_analysis_base,1439123
team_sandbox,product_engineering,unity_source_ax,team_sandbox.product_engineering.unity_source_ax,1427082
rds,pg_rds_public,income_verification_results,rds.pg_rds_public.income_verification_results,1392262
product,iv,unity_income_verification_results_rank,product.iv.unity_income_verification_results_rank,1389867
crm,heap,ax_select_first_name_raw,crm.heap.ax_select_first_name_raw,1335951
rds,pg_rds_dp_income_validation_iv,calculation_document_status_details,rds.pg_rds_dp_income_validation_iv.calculation_document_status_details,1276652
crm,heap,ax_select_unit_number_raw,crm.heap.ax_select_unit_number_raw,1214966
team_sandbox,product_engineering,unity_iv_submissions_with_calculation_applicant_details,team_sandbox.product_engineering.unity_iv_submissions_with_calculation_applicant_details,1169829
team_sandbox,machine_learning,avml_6_0_payload,team_sandbox.machine_learning.avml_6_0_payload,1155579
team_sandbox,product_engineering,0_unity_iv_submissions,team_sandbox.product_engineering.0_unity_iv_submissions,1138862
team_sandbox,product_engineering,unity_iv_submissions,team_sandbox.product_engineering.unity_iv_submissions,1138862
rds,pg_rds_public,id_verifications,rds.pg_rds_public.id_verifications,1127107
product,fde,unity_idv,product.fde.unity_idv,1124755
rds,pg_rds_public,income_verification_submissions,rds.pg_rds_public.income_verification_submissions,1081591
rds,pg_rds_public,webhook_delivery_attempts,rds.pg_rds_public.webhook_delivery_attempts,1067735
rds,pg_rds_public,matching_entries,rds.pg_rds_public.matching_entries,1067331
product,iv,unity_calc_iv_cp_employer_analysis,product.iv.unity_calc_iv_cp_employer_analysis,966886
rds,pg_rds_ax_public,argyle_users,rds.pg_rds_ax_public.argyle_users,961129
product,iv,unity_calc_iv_cp_submission_level_results,product.iv.unity_calc_iv_cp_submission_level_results,959373
product,ov,unity_iv_coverage_rate,product.ov.unity_iv_coverage_rate,953583
product,iv,unity_iv_submissions_with_flags,product.iv.unity_iv_submissions_with_flags,943448
team_sandbox,product_engineering,unity_income_verification_results_rank,team_sandbox.product_engineering.unity_income_verification_results_rank,887282
rds,pg_rds_dp_income_validation_iv,calculations,rds.pg_rds_dp_income_validation_iv.calculations,879309
rds,pg_rds_dp_income_validation_iv,calculation_status_details,rds.pg_rds_dp_income_validation_iv.calculation_status_details,847166
team_sandbox,data_engineering,debug_av2,team_sandbox.data_engineering.debug_av2,809674
crm,heap,snax_personal_info_click_on_next_page_step_new__raw,crm.heap.snax_personal_info_click_on_next_page_step_new__raw,744331
rds,pg_rds_public,income_verification_reviews,rds.pg_rds_public.income_verification_reviews,729893
team_sandbox,machine_learning,voi_qualifier_payload,team_sandbox.machine_learning.voi_qualifier_payload,726793
team_sandbox,mehta_dbx,analyst_review_time,team_sandbox.mehta_dbx.analyst_review_time,726449
crm,heap,snax_proof_of_income_click_on_next_page_step_new__raw,crm.heap.snax_proof_of_income_click_on_next_page_step_new__raw,725710
product,iv,unity_income_calculation_results,product.iv.unity_income_calculation_results,724699
team_sandbox,product_engineering,unity_income_calculation_results,team_sandbox.product_engineering.unity_income_calculation_results,724699
product,iv,unity_iv_submission_error_details,product.iv.unity_iv_submission_error_details,695009
team_sandbox,machine_learning,voi_qualifier_challenger_payload,team_sandbox.machine_learning.voi_qualifier_challenger_payload,683734
product,iv,updated_iv_calculation_ranks,product.iv.updated_iv_calculation_ranks,677959
team_sandbox,product_engineering,unity_calc_iv_cp_employer_analysis,team_sandbox.product_engineering.unity_calc_iv_cp_employer_analysis,628789
team_sandbox,product_engineering,unity_calc_iv_cp_submission_level_results,team_sandbox.product_engineering.unity_calc_iv_cp_submission_level_results,622432
team_sandbox,product_engineering,unity_iv_submissions_with_flags,team_sandbox.product_engineering.unity_iv_submissions_with_flags,617814
product,idv,unity_idv_raw_clean,product.idv.unity_idv_raw_clean,581811
rds,pg_rds_enterprise_public,enterprise_applicant,rds.pg_rds_enterprise_public.enterprise_applicant,576940
crm,heap,ndup_select_confirm_submit_raw,crm.heap.ndup_select_confirm_submit_raw,553170
crm,heap,snax_supporting_documents_click_on_next_page_step_new__raw,crm.heap.snax_supporting_documents_click_on_next_page_step_new__raw,545342
product,ov,unity_iv_resubmission_rate,product.ov.unity_iv_resubmission_rate,531795
product,iv,update_unity_iv_calculations_with_ranks,product.iv.update_unity_iv_calculations_with_ranks,527377
crm,heap,user_migrations,crm.heap.user_migrations,516815
crm,heap,dup_select_first_name_raw,crm.heap.dup_select_first_name_raw,470519
team_sandbox,product_engineering,income_calculation_results,team_sandbox.product_engineering.income_calculation_results,463529
team_sandbox,product_engineering,updated_iv_calculation_ranks,team_sandbox.product_engineering.updated_iv_calculation_ranks,451146
crm,heap,snax_review_submit_click_on_submit_new__raw,crm.heap.snax_review_submit_click_on_submit_new__raw,449268
crm,heap,dup_click_unit_number_raw,crm.heap.dup_click_unit_number_raw,435793
rds,pg_rds_public,reviewer_queue,rds.pg_rds_public.reviewer_queue,428864
rds,pg_rds_public,review_items,rds.pg_rds_public.review_items,428068
rds,pg_rds_public,yardi_invites,rds.pg_rds_public.yardi_invites,393838
rds,pg_rds_public,voi_reprocessing,rds.pg_rds_public.voi_reprocessing,386445
crm,aln,contacts,crm.aln.contacts,380558
crm,aln,managementcompanies_bronze,crm.aln.managementcompanies_bronze,377081
team_sandbox,mehta_dbx,cohort_2023,team_sandbox.mehta_dbx.cohort_2023,371873
team_sandbox,machine_learning,avml_6_1_payload,team_sandbox.machine_learning.avml_6_1_payload,364490
team_sandbox,mehta_dbx,aln_bridge,team_sandbox.mehta_dbx.aln_bridge,344119
team_sandbox,mehta_dbx,hsp_daily,team_sandbox.mehta_dbx.hsp_daily,342172
team_sandbox,product_engineering,update_unity_iv_calculations_with_ranks,team_sandbox.product_engineering.update_unity_iv_calculations_with_ranks,335615
system,compute,node_timeline,system.compute.node_timeline,320188
product,embedded_dashboard,mat_income_verification_base,product.embedded_dashboard.mat_income_verification_base,290486
team_sandbox,mehta_dbx,cohort_2024,team_sandbox.mehta_dbx.cohort_2024,285577
crm,heap,dup_select_confirm_submit_raw,crm.heap.dup_select_confirm_submit_raw,282260
rds,pg_rds_enterprise_public,inbound_webhooks,rds.pg_rds_enterprise_public.inbound_webhooks,265886
system,compute,warehouse_events,system.compute.warehouse_events,256981
llm,monitoring,voi_qualify,llm.monitoring.voi_qualify,256182
crm,aln,owners_bronze,crm.aln.owners_bronze,222243
team_sandbox,machine_learning,av2_test_payload,team_sandbox.machine_learning.av2_test_payload,217156
crm,salesforce,property,crm.salesforce.property,217049
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_property__c_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_property__c_1,216651
team_sandbox,cda,sfdc_property_pp_lookup,team_sandbox.cda.sfdc_property_pp_lookup,216402
rds,pg_rds_ax_public,argyle_accounts,rds.pg_rds_ax_public.argyle_accounts,211905
team_sandbox,mehta_dbx,cohort_2022,team_sandbox.mehta_dbx.cohort_2022,205197
rds,pg_rds_public,yardi_entries,rds.pg_rds_public.yardi_entries,200507
crm,heap,ax_select_confirm_submit_raw,crm.heap.ax_select_confirm_submit_raw,188012
system,lakeflow,job_task_run_timeline,system.lakeflow.job_task_run_timeline,182052
rds,pg_rds_dp_di_di,statements,rds.pg_rds_dp_di_di.statements,179073
team_sandbox,mehta_dbx,ard_aln_apt_mgmt,team_sandbox.mehta_dbx.ard_aln_apt_mgmt,171521
team_sandbox,mehta_dbx,geocoded_aln_properties,team_sandbox.mehta_dbx.geocoded_aln_properties,171480
team_sandbox,mehta_dbx,ard_aln_apt,team_sandbox.mehta_dbx.ard_aln_apt,171239
team_sandbox,rev_ops,df_aln_r,team_sandbox.rev_ops.df_aln_r,170699
team_sandbox,mehta_dbx,aln_google_geocoded,team_sandbox.mehta_dbx.aln_google_geocoded,168194
team_sandbox,outbound_reporting,aln_snapshot_apartments,team_sandbox.outbound_reporting.aln_snapshot_apartments,164920
team_sandbox,mehta_dbx,cln_aln_apartments,team_sandbox.mehta_dbx.cln_aln_apartments,164592
crm,aln,apartments,crm.aln.apartments,164464
crm,aln,markets_bronze,crm.aln.markets_bronze,162126
system,lakeflow,job_run_timeline,system.lakeflow.job_run_timeline,159962
rds,pg_rds_ax_public,argyle_documents,rds.pg_rds_ax_public.argyle_documents,156754
crm,heap,properties_select_applicant_link_raw,crm.heap.properties_select_applicant_link_raw,151780
team_sandbox,machine_learning,avml_5_0_payload,team_sandbox.machine_learning.avml_5_0_payload,143928
team_sandbox,mehta_dbx,aln_geocached_properties,team_sandbox.mehta_dbx.aln_geocached_properties,143378
crm,sfdc_dbx,test_product_property,crm.sfdc_dbx.test_product_property,141222
crm,aln,owners,crm.aln.owners,137770
crm,aln,inactiveentities,crm.aln.inactiveentities,134520
rds,pg_rds_enterprise_public,outbound_integration_attempt_item,rds.pg_rds_enterprise_public.outbound_integration_attempt_item,132157
team_sandbox,product_engineering,income_verification_results_rank,team_sandbox.product_engineering.income_verification_results_rank,123584
product_engineering_ops,github,commit_check_run,product_engineering_ops.github.commit_check_run,109231
team_sandbox,mehta_dbx,cohort_2021,team_sandbox.mehta_dbx.cohort_2021,107577
rds,pg_rds_dp_di_di,accounts,rds.pg_rds_dp_di_di.accounts,95454
team_sandbox,product_marketing,gold_review_performance,team_sandbox.product_marketing.gold_review_performance,94992
product_engineering_ops,github,deployment_status,product_engineering_ops.github.deployment_status,92077
rds,pg_rds_public,users_properties,rds.pg_rds_public.users_properties,86673
crm,sfdc_dbx,product_property_user,crm.sfdc_dbx.product_property_user,82130
crm,aln,submarkets_bronze,crm.aln.submarkets_bronze,80153
rds,pg_rds_ax_public,argyle_employments,rds.pg_rds_ax_public.argyle_employments,73531
team_sandbox,mehta_dbx,temp_test,team_sandbox.mehta_dbx.temp_test,73363
team_sandbox,mehta_dbx,snappt_tam,team_sandbox.mehta_dbx.snappt_tam,73362
team_sandbox,mehta_dbx,aln_apartments,team_sandbox.mehta_dbx.aln_apartments,67739
rds,pg_rds_dp_di_di,asset_verifications,rds.pg_rds_dp_di_di.asset_verifications,67118
rds,pg_rds_ax_public,exhibit_statuses,rds.pg_rds_ax_public.exhibit_statuses,66541
team_sandbox,mehta_dbx,cln_aln_apt_mgmt,team_sandbox.mehta_dbx.cln_aln_apt_mgmt,65011
product_engineering_ops,github,commit_parent,product_engineering_ops.github.commit_parent,63948
product_engineering_ops,github,workflow_run,product_engineering_ops.github.workflow_run,61395
crm,salesforce,case,crm.salesforce.case,60912
product,iv,bell_income_verification_lookback_analysis_employer_level,product.iv.bell_income_verification_lookback_analysis_employer_level,60106
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_case_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_case_1,59821
team_sandbox,data_engineering,event_log_cd4dd595_7c55_442a_aeb7_33037ac14455,team_sandbox.data_engineering.event_log_cd4dd595_7c55_442a_aeb7_33037ac14455,57998
product_engineering_ops,github,commit,product_engineering_ops.github.commit,56991
product,iv,bell_income_verification_lookback_analysis,product.iv.bell_income_verification_lookback_analysis,56624
product,default,county_names_databricks_lookup,product.default.county_names_databricks_lookup,53892
rds,pg_rds_public,property_feature_events,rds.pg_rds_public.property_feature_events,53687
crm,google_sheets,iv_qc_form_responses,crm.google_sheets.iv_qc_form_responses,52274
rds,pg_rds_public,users,rds.pg_rds_public.users,51065
crm,sfdc_dbx,product_user,crm.sfdc_dbx.product_user,51049
rds,pg_rds_public,property_features,rds.pg_rds_public.property_features,49490
team_sandbox,mehta_dbx,craig_owner_data,team_sandbox.mehta_dbx.craig_owner_data,49414
team_sandbox,machine_learning,local_voi_labels_old,team_sandbox.machine_learning.local_voi_labels_old,46715
team_sandbox,data_engineering,greystar_fraud_types,team_sandbox.data_engineering.greystar_fraud_types,45301
product_engineering_ops,github,commit_pull_request,product_engineering_ops.github.commit_pull_request,45127
crm,aln,newconstruction,crm.aln.newconstruction,43207
product_engineering_ops,github,commit_status,product_engineering_ops.github.commit_status,42974
team_sandbox,pete,av2_logs,team_sandbox.pete.av2_logs,42770
team_sandbox,mehta_dbx,zip_code_database,team_sandbox.mehta_dbx.zip_code_database,42735
team_sandbox,data_engineering,roi_zip_msa_code_database,team_sandbox.data_engineering.roi_zip_msa_code_database,42735
team_sandbox,data_engineering,roi_zip_code_database,team_sandbox.data_engineering.roi_zip_code_database,42735
team_sandbox,data_engineering,roi_zip,team_sandbox.data_engineering.roi_zip,42735
team_sandbox,data_engineering,msa_5digit_zip,team_sandbox.data_engineering.msa_5digit_zip,42735
team_sandbox,data_engineering,roi_usa_spacial_data,team_sandbox.data_engineering.roi_usa_spacial_data,41814
team_sandbox,mehta_dbx,usa_spatail_data,team_sandbox.mehta_dbx.usa_spatail_data,41814
crm,pendo_pendo,pendo__visitor_daily_metrics,crm.pendo_pendo.pendo__visitor_daily_metrics,37615
rds,pg_rds_ax_public,exhibits,rds.pg_rds_ax_public.exhibits,33132
team_sandbox,mehta_dbx,cln_msa_zip,team_sandbox.mehta_dbx.cln_msa_zip,32852
team_sandbox,data_engineering,roi_msa_zip,team_sandbox.data_engineering.roi_msa_zip,32852
rds,pg_rds_ax_public,exhibit_data,rds.pg_rds_ax_public.exhibit_data,32117
team_sandbox,mehta_dbx,cbsa_units,team_sandbox.mehta_dbx.cbsa_units,31582
product_engineering_ops,github,deployment,product_engineering_ops.github.deployment,29451
product_engineering_ops,github,branch_commit_relation,product_engineering_ops.github.branch_commit_relation,28917
team_sandbox,mehta_dbx,sam_segment,team_sandbox.mehta_dbx.sam_segment,28508
team_sandbox,mehta_dbx,temp_tbl,team_sandbox.mehta_dbx.temp_tbl,28508
team_sandbox,data_engineering,viv_historical,team_sandbox.data_engineering.viv_historical,27125
rds,pg_rds_public,activation_history,rds.pg_rds_public.activation_history,27120
team_sandbox,data_engineering,bf_historical,team_sandbox.data_engineering.bf_historical,26264
team_sandbox,sandbox,bf_qc_ready,team_sandbox.sandbox.bf_qc_ready,25770
team_sandbox,data_engineering,bf_qc_ready,team_sandbox.data_engineering.bf_qc_ready,25700
team_sandbox,machine_learning,voi_qualify_challenger_test_payload,team_sandbox.machine_learning.voi_qualify_challenger_test_payload,24819
team_sandbox,mehta_dbx,cde_daily_app_5_3,team_sandbox.mehta_dbx.cde_daily_app_5_3,24797
system,storage,predictive_optimization_operations_history,system.storage.predictive_optimization_operations_history,24393
team_sandbox,machine_learning,labels_3_for_proof_join,team_sandbox.machine_learning.labels_3_for_proof_join,24117
team_sandbox,machine_learning,voi_labels,team_sandbox.machine_learning.voi_labels,24117
crm,sfdc_dbx,product_property_w_features,crm.sfdc_dbx.product_property_w_features,23875
product_engineering_ops,github_github_source,stg_github__pull_request_review,product_engineering_ops.github_github_source.stg_github__pull_request_review,22796
product_engineering_ops,github,pull_request_review,product_engineering_ops.github.pull_request_review,22796
team_sandbox,machine_learning,voi_25k_0,team_sandbox.machine_learning.voi_25k_0,22637
team_sandbox,machine_learning,voi_unlabled,team_sandbox.machine_learning.voi_unlabled,22635
system,information_schema,columns,system.information_schema.columns,22524
team_sandbox,machine_learning,voi_output_full_pete,team_sandbox.machine_learning.voi_output_full_pete,21329
team_sandbox,machine_learning,voa_qualifier_payload,team_sandbox.machine_learning.voa_qualifier_payload,20766
crm,salesforce,opportunity,crm.salesforce.opportunity,20546
crm,pendo_stg_pendo,stg_pendo__visitor_history,crm.pendo_stg_pendo.stg_pendo__visitor_history,20512
crm,pendo,visitor_application_history,crm.pendo.visitor_application_history,20512
crm,pendo,visitor_history,crm.pendo.visitor_history,20512
product_engineering_ops,github_github_source,stg_github__requested_reviewer_history,product_engineering_ops.github_github_source.stg_github__requested_reviewer_history,20433
product_engineering_ops,github,requested_reviewer_history,product_engineering_ops.github.requested_reviewer_history,20433
system,compute,clusters,system.compute.clusters,20358
crm,salesforce,account,crm.salesforce.account,20193
rds,pg_rds_public,properties,rds.pg_rds_public.properties,19759
team_sandbox,mehta_dbx,geocoded_product_properties,team_sandbox.mehta_dbx.geocoded_product_properties,19744
team_sandbox,product_engineering,churned_properties_v2,team_sandbox.product_engineering.churned_properties_v2,19681
product,fde,unity_property_details_master,product.fde.unity_property_details_master,19673
product,fde,unity_comp_prop,product.fde.unity_comp_prop,19638
product,fde,unity_prop_clean,product.fde.unity_prop_clean,19622
team_sandbox,data_engineering,last_submission_dates,team_sandbox.data_engineering.last_submission_dates,19462
crm,aln,purgedentities,crm.aln.purgedentities,18886
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_account_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_account_1,18803
crm,sfdc_dbx,test_product_property_w_features,crm.sfdc_dbx.test_product_property_w_features,18799
team_sandbox,mehta_dbx,temp_lookup,team_sandbox.mehta_dbx.temp_lookup,18560
product,fde,temp_mim10172025_corrected_connected_payroll,product.fde.temp_mim10172025_corrected_connected_payroll,18136
crm,pendo_stg_pendo,stg_pendo__event,crm.pendo_stg_pendo.stg_pendo__event,18072
crm,pendo,event,crm.pendo.event,18072
product_engineering_ops,github_github_source,stg_github__issue_comment,product_engineering_ops.github_github_source.stg_github__issue_comment,17744
product_engineering_ops,github,issue_comment,product_engineering_ops.github.issue_comment,17744
crm,sfdc_dbx,product_property_activity,crm.sfdc_dbx.product_property_activity,17735
crm,salesforce,product_property,crm.salesforce.product_property,17725
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_product_property__c_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_product_property__c_1,17620
team_sandbox,mehta_dbx,temp_lookup_optimized,team_sandbox.mehta_dbx.temp_lookup_optimized,17110
team_sandbox,data_engineering,av2,team_sandbox.data_engineering.av2,16803
team_sandbox,data_engineering,unity_salesforce_actioned_duplicates_v2_test,team_sandbox.data_engineering.unity_salesforce_actioned_duplicates_v2_test,16556
team_sandbox,mehta_dbx,cde_daily_app,team_sandbox.mehta_dbx.cde_daily_app,16540
team_sandbox,mehta_dbx,temp_fde_sfdc,team_sandbox.mehta_dbx.temp_fde_sfdc,16139
team_sandbox,mehta_dbx,temp_lookup_windowed,team_sandbox.mehta_dbx.temp_lookup_windowed,15813
team_sandbox,mehta_dbx,av_mv_reporting_app,team_sandbox.mehta_dbx.av_mv_reporting_app,15579
team_sandbox,mehta_dbx,geocached_customers_google,team_sandbox.mehta_dbx.geocached_customers_google,15567
team_sandbox,mehta_dbx,geocached_customers,team_sandbox.mehta_dbx.geocached_customers,15552
team_sandbox,mehta_dbx,geocoded_sfdc_properties,team_sandbox.mehta_dbx.geocoded_sfdc_properties,15549
team_sandbox,mehta_dbx,geocoded_better_match_haversine_sf_aln,team_sandbox.mehta_dbx.geocoded_better_match_haversine_sf_aln,15471
team_sandbox,mehta_dbx,haversine_sf_aln_prod_link,team_sandbox.mehta_dbx.haversine_sf_aln_prod_link,15378
