Primary Identifier	Status	Error Reason	Source Record Payload		Error Reason																				
8f80daa9-4650-4088-ad78-8ed03be78e8e	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"235 N Conejo School Rd\",\"bank_statement\":\"2\",\"city\":\"Thousand Oaks\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"thousandoaksplaza@avalonbay.com\",\"entity_name\":\"CA581\",\"logo\":null,\"name\":\"Avalon Thousand Oaks Plaza\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"8f80daa9-4650-4088-ad78-8ed03be78e8e\",\"salesforce_property_id\":\"a01Dn00000HHHYNIA5\",\"short_id\":\"Vo73ijPcDh\",\"snappt_property_id\":\"6020f3fa-8d05-47f0-8f60-c1ac52b72ac2\",\"status\":\"ACTIVE\",\"unit\":\"148\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"91362\"}"																						
7f0cbb4a-3905-4c8e-b299-540a848ab329	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"7688 Saint Patrick Way\",\"bank_statement\":\"2\",\"city\":\"Dublin\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"AvalonWestDublin@avalonbay.com\",\"entity_name\":\"CA126\",\"logo\":null,\"name\":\"Avalon West Dublin\",\"paystub\":\"2\",\"phone\":\"9255782935\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"7f0cbb4a-3905-4c8e-b299-540a848ab329\",\"salesforce_property_id\":\"a01UL00000a8XeqYAE\",\"short_id\":\"MRoGDP6H8I\",\"snappt_property_id\":\"acff6366-29a8-4d17-84e6-e7a54b079cba\",\"status\":\"ACTIVE\",\"unit\":\"499\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"94568\"}"																						
909bdaf8-407a-40f3-8703-b4151597f3dc	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Breeze. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Breeze. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Breeze. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for re...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Yardi Breeze\",\"address\":\"1504 18th Avenue South\",\"bank_statement\":\"2\",\"city\":\"Nashville\",\"company_id\":\"4db117cf-e9b0-4968-aaea-c7fa08bd396d\",\"company_name\":\"Yardi Breeze\",\"company_short_id\":\"3p1PsjaQbp\",\"email\":\"hunter@mpmnashville.com\",\"entity_name\":null,\"logo\":null,\"name\":\"1504 18th Avenue South\",\"paystub\":\"2\",\"phone\":\"18444762778\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"909bdaf8-407a-40f3-8703-b4151597f3dc\",\"salesforce_property_id\":\"a01UL00000UiVmpYAF\",\"short_id\":\"7eca801520\",\"snappt_property_id\":\"85cf3e69-460c-47e1-84a8-05cd60bba609\",\"status\":\"ACTIVE\",\"unit\":\"20\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"37212-2844\"}"																						
b1c49710-34e7-41eb-937f-0b8fe6498274	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"6855 South Langdale St\",\"bank_statement\":\"2\",\"city\":\"Aurora\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"avalonsouthlands@avalonbay.com\",\"entity_name\":\"CO004\",\"logo\":null,\"name\":\"Avalon Southlands\",\"paystub\":\"2\",\"phone\":\"3038003522\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"b1c49710-34e7-41eb-937f-0b8fe6498274\",\"salesforce_property_id\":\"a01Dn00000HHHYCIA5\",\"short_id\":\"wi1XyTA04l\",\"snappt_property_id\":\"8405d26f-2a9b-442b-b22d-b8eea6903499\",\"status\":\"ACTIVE\",\"unit\":\"338\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"80016\"}"																						
ed23dc2f-bf3a-4445-81e7-1bf234e1ad9e	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"333 Great River Road\",\"bank_statement\":\"2\",\"city\":\"Somerville\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"assemblyrow@avalonbay.com\",\"entity_name\":\"MA038\",\"logo\":null,\"name\":\"Avalon at Assembly Row\",\"paystub\":\"2\",\"phone\":\"6176250986\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"ed23dc2f-bf3a-4445-81e7-1bf234e1ad9e\",\"salesforce_property_id\":\"a01Dn00000HHHPLIA5\",\"short_id\":\"54GXqpDBqK\",\"snappt_property_id\":\"1b856351-ddba-4735-a3ec-a061c6f7ff95\",\"status\":\"ACTIVE\",\"unit\":\"195\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"02145\"}"																						
aeffdae6-d516-4b96-8257-30f688d2cfb4	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"1895 North Capitol Avenue\",\"bank_statement\":\"2\",\"city\":\"San Jose\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"eavesSanJose@eavesbyavalon.com\",\"entity_name\":\"CA010\",\"logo\":null,\"name\":\"eaves San Jose\",\"paystub\":\"2\",\"phone\":\"4082168948\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"aeffdae6-d516-4b96-8257-30f688d2cfb4\",\"salesforce_property_id\":\"a01Dn00000HJaOmIAL\",\"short_id\":\"OM61LuXVNY\",\"snappt_property_id\":\"b5b61994-b293-41ba-a891-6128cc549fdc\",\"status\":\"ACTIVE\",\"unit\":\"362\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"95132\"}"																						
3955be12-1b17-4549-863b-ca0704a81d21	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"965 Sutter Street\",\"bank_statement\":\"2\",\"city\":\"San Francisco\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"NobHill@AvaApartments.com\",\"entity_name\":\"CA009\",\"logo\":null,\"name\":\"AVA Nob Hill\",\"paystub\":\"2\",\"phone\":\"4159280840\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"3955be12-1b17-4549-863b-ca0704a81d21\",\"salesforce_property_id\":\"a01Dn00000HHFzLIAX\",\"short_id\":\"k30Bk8Ou3h\",\"snappt_property_id\":\"06d5acd8-6241-4541-a3d5-3f96bedb08c4\",\"status\":\"ACTIVE\",\"unit\":\"185\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"94109\"}"																						
e773f401-c1e9-4c73-bb72-a9879d487408	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"13195 W Progress Cir\",\"bank_statement\":\"2\",\"city\":\"Littleton\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"avalonredrocks@avalonbay.com\",\"entity_name\":\"CO003\",\"logo\":null,\"name\":\"Avalon Red Rocks\",\"paystub\":\"2\",\"phone\":\"7202837777\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"e773f401-c1e9-4c73-bb72-a9879d487408\",\"salesforce_property_id\":\"a01Dn00000HHHXuIAP\",\"short_id\":\"DT7LFXMtTY\",\"snappt_property_id\":\"3f6f0147-75dd-454e-b5ff-1f2f81f958a0\",\"status\":\"ACTIVE\",\"unit\":\"256\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"80127\"}"																						
f0dc5e97-d2d0-4493-946f-17e7b8a1f8f5	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"100 Albert Way\",\"bank_statement\":\"2\",\"city\":\"Princeton\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"avalonprinceton@avalonbay.com\",\"entity_name\":\"NJ024\",\"logo\":null,\"name\":\"Avalon Princeton\",\"paystub\":\"2\",\"phone\":\"6094232903\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"f0dc5e97-d2d0-4493-946f-17e7b8a1f8f5\",\"salesforce_property_id\":\"a01Dn00000HHHXoIAP\",\"short_id\":\"5sWwZtOVSU\",\"snappt_property_id\":\"47ab9ca5-be4c-4293-89ae-0ff85eb59ed4\",\"status\":\"ACTIVE\",\"unit\":\"280\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"08540\"}"																						
07b0af8a-5455-417d-b70f-b93753dc35a0	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Systems. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Systems. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Systems. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Yardi Systems\",\"address\":\"19330 Belleau Wood Dr\",\"bank_statement\":\"2\",\"city\":\"Triangle\",\"company_id\":\"bf187a98-1a1f-4303-9df1-2e0e85e73ad2\",\"company_name\":\"Yardi Systems\",\"company_short_id\":\"VgfbaBafMU\",\"email\":\"shenandoahstation.pm@kettler.com\",\"entity_name\":null,\"logo\":null,\"name\":\"Shenandoah Station\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"07b0af8a-5455-417d-b70f-b93753dc35a0\",\"salesforce_property_id\":\"a01Dn00000HHXatIAH\",\"short_id\":\"84bb14bf9d\",\"snappt_property_id\":\"7b8268aa-d0a8-48dc-83a8-24677aad4532\",\"status\":\"ACTIVE\",\"unit\":\"172\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"22172-2325\"}"																						
80f9ff0b-5999-40ec-889f-da838c24dc4b	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68126 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"2745 MeadowLark Drive\",\"bank_statement\":\"2\",\"city\":\"San Diego\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"eavesmissionridge@eavesbyavalon.com\",\"entity_name\":\"CA026\",\"logo\":null,\"name\":\"eaves Mission Ridge\",\"paystub\":\"2\",\"phone\":\"8582782131\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"80f9ff0b-5999-40ec-889f-da838c24dc4b\",\"salesforce_property_id\":\"a01Dn00000HHMFXIA5\",\"short_id\":\"puLGJA4Bms\",\"snappt_property_id\":\"7afdd641-0cb9-4c11-b653-86d41842b342\",\"status\":\"ACTIVE\",\"unit\":\"200\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"92123\"}"																						
d9eadea6-bea0-48ee-9156-1ac1b99078f9	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Advenir Azora Living LLC. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68140 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68140 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Advenir Azora Living LLC\",\"address\":\"1561 Stonehaven Drive\",\"bank_statement\":\"2\",\"city\":\"Boynton Beach\",\"company_id\":\"f989a610-efa2-4470-97fa-7974d671d7f7\",\"company_name\":\"Advenir Azora Living LLC\",\"company_short_id\":\"c3oCweeeNv\",\"email\":\"banyanlakemgr@advenirliving.com\",\"entity_name\":\"ADVENIR AT BANYAN LLC\",\"logo\":null,\"name\":\"Banyan Lake\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"d9eadea6-bea0-48ee-9156-1ac1b99078f9\",\"salesforce_property_id\":\"a01Dn00000HHHqkIAH\",\"short_id\":\"PkjRzddUxp\",\"snappt_property_id\":\"02e07d73-110c-4bc4-ab1b-980161dbdf9a\",\"status\":\"ACTIVE\",\"unit\":\"288\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"33436\"}"																						
1bf36236-b96a-42c1-86ad-6e54b12af8bd	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted pickli...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68140 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"13850 Tuolumne Street\",\"bank_statement\":\"2\",\"city\":\"Parlier\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"tuomgr@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"Tuolumne Village - TUO\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"1bf36236-b96a-42c1-86ad-6e54b12af8bd\",\"salesforce_property_id\":\"a01Dn00000HHsUPIA1\",\"short_id\":\"bb8cad2c3f\",\"snappt_property_id\":\"a91c211b-4313-4e50-9533-ab0afba5e0ea\",\"status\":\"ACTIVE\",\"unit\":\"81\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"93648\"}"																						
f78e41f8-8d85-4160-a27c-3947053ec9ca	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68140 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68140 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"16350 Ventura Blvd\",\"bank_statement\":\"2\",\"city\":\"Encino\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"avalonencino@avalonbay.com\",\"entity_name\":\"CA077\",\"logo\":null,\"name\":\"Avalon Encino\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"f78e41f8-8d85-4160-a27c-3947053ec9ca\",\"salesforce_property_id\":\"a01Dn00000HHHWHIA5\",\"short_id\":\"tyjv0glXeo\",\"snappt_property_id\":\"f5af8866-501d-4ebb-b16b-a366bdd2ee33\",\"status\":\"ACTIVE\",\"unit\":\"131\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"91436\"}"																						
